Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Turkmenistan,Asia,Central Asia,795,197979,1338,1204,,,,,,,,,,7066,,,,7698,,,,,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874,,,,,,,,,,,,,,,,,,,3230,,,,,,,,,18300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4862,,,,,,,85650,,,,,,,,
Uzbekistan,Asia,Central Asia,860,1220149,23192,56856,,,,,,,,,,6291,,,,21360,,,,,27674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8998,,,,,,,,,,,,,,,,,,,,,,,,,,,,14700,,,,5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11945,,,,,,,,,,792,,,,129604,,,,,,,,,,,,,,,
Eastern Asia,Asia,Eastern Asia,906,7061814,67917,242886,0,0,0,0,0,0,0,0,3181,0,0,27586,582,0,0,0,22904,0,0,697,0,0,0,0,0,0,0,0,297629,0,0,13,0,0,0,13538,0,46188,0,0,0,0,0,3733471,255528,91031,0,0,0,0,0,0,0,0,0,0,15,512,0,499,0,0,0,0,1593,0,0,0,0,0,0,0,0,602,13143,0,0,0,0,0,9492,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,52761,218042,4841,0,1749,0,0,3377,0,38437,0,1315,0,0,0,1523,1,0,0,0,0,0,0,0,0,0,0,29934,0,0,0,0,0,0,0,0,1956,0,0,20251,0,0,0,0,3542,0,0,17704,2098,0,7231,0,0,3923,0,0,416,0,29440,0,0,0,0,66826,439728,989,2028,0,0,739387,0,0,0,16632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12187,0,3,0,0,0,1548,0,2300,30878,0,0,0,0,1553,1817,0,0,100322,3,0,0,0,0,0,0,180,0,0,0,0,0,0,45456,0,142069,0,1,19312,0,0,169155,0,0,0,0,0
China,Asia,Eastern Asia,156,849861,23239,119494,,,,,,,,,,,,4542,,,,,3492,,,,,,,,,,,,64552,,,,,,,,,7498,,,,,,,234829,21201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7793,34528,,,,,,,,5932,,,,,,,,,,,,,,,,,,5327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3827,,,,,11716,63493,,,,,162303,,,,2575,,,,,,,,,,,,,,,,,,,,,,,,4723,,,,,,,,,13201,,,,,,,,,,,,,,,7915,,23268,,,,,,24413,,,,,
"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,344,2779950,4438,26801,,,,,,,,,,,,8903,,,,,435,,,,,,,,,,,,,,,,,,,,,14357,,,,,,2260045,,69830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149,,,,,,1932,,,,,,,,,,,,,,,,,17632,131809,,,681,,,629,,13892,,,,,,,,,,,,,,,,,,14957,,,,,,,,,,,,,,,,,,,,9141,999,,2201,,,,,,,,7398,,,,,,115475,,107,,,4732,,,,86,,,,,,,,,,,,,,,9675,,,,,,,,393,766,,,,,,711,,,18795,,,,,,,,,,,,,,,17301,,12976,,,,,,10704,,,,,
"China, Macao Special Administrative Region",Asia,Eastern Asia,446,318506,18278,4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261728,20550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11027,,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Peoples Republic of Korea,Asia,Eastern Asia,408,44010,628,1310,,,,,,,,,,,,183,,,,,138,,,,,,,,,,,,2525,,,,,,,,,301,,,,,,25969,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,1284,,,,,,,,191,,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,474,2656,,,,,4866,,,,132,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,511,,,,,,,,,,,,,,,276,,934,,,,,,682,,,,,
Japan,Asia,Eastern Asia,392,2134151,10458,59194,,,,,,,,,3181,,,9756,569,,,,10175,,,697,,,,,,,,,230552,,,,,,,2683,,9995,,,,,,687156,,,,,,,,,,,,,,,,499,,,,,1593,,,,,,,,,599,9060,,,,,,5971,1883,,,,,,,,,,,,,,,,22497,24895,4841,,1061,,,2731,,,,,,,,,,,,,,,,,,,,8364,,,,,,,,,1956,,,,,,,,,,,,1099,,3250,,,2729,,,416,,10299,,,,,54636,210181,978,465,,,565989,,,,7814,,,,,,,,,,,,,,,2512,,,,,,,,1907,9097,,,,,1553,1089,,,41279,,,,,,,,,,,,,,,16044,,50667,,,,,,41781,,,,,
Mongolia,Asia,Eastern Asia,496,16061,143,408,,,,,,,,,,,,189,13,,,,,,,,,,,,,,,,,,,13,,,,,,125,,,,,,8545,,,,,,,,,,,,,15,512,,,,,,,,,,,,,,,,3,66,,,,,,148,,,,,,,,,,,,,,,9,,90,,,,7,,,17,,336,,170,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,138,11,,,,1497,,,,2433,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,17,,,,3,,,,,,,180,,,,,,,80,,646,,1,,,,225,,,,,
Republic of Korea,Asia,Eastern Asia,410,919275,10733,31106,,,,,,,,,,,,4013,,,,,8664,,,,,,,,,,,,,,,,,,,10855,,13912,,,,,,490028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,,,,,,1441,,,,,,,,,,,,,,,,,4419,25526,,,,,,,,18086,,1145,,,,1523,,,,,,,,,,,,1108,,,,,,,,,,,,20251,,,,,3542,,,8563,,,1780,,,1194,,,,,7745,,,,,,36758,,,,,,,,,3592,,,,,,,,,,,,,,,,,,,,,1548,,,16153,,,,,,,,,25642,,,,,,,,,,,,,,,3840,,53578,,,19312,,,91350,,,,,
South-Eastern Asia,Asia,Eastern Asia,920,8661853,164179,382733,1680,114,454,0,0,74,0,0,146,133,62,30025,495,0,0,110,421897,0,0,524,0,0,0,0,34,0,0,0,348,0,5902,0,0,0,128,628166,0,13179,0,0,0,0,92,590556,57387,18709,123,0,521,0,38,15,0,105,0,0,0,6958,47,1029,0,0,0,452,158,0,0,0,0,2,0,0,0,110,2881,0,0,0,0,0,5895,34,0,150,0,0,0,992,34,0,0,0,0,0,0,240,53,312921,1183361,590,701,425,0,605,2289,0,55792,10993,0,53,0,168,0,835881,0,131,0,1,2092,0,0,0,0,0,1023607,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,1900099,0,0,213832,7719,0,7849,0,0,189,0,0,1306,401,149279,34,0,59,0,110,52632,108,868,51,119,41474,0,0,34,98,4,0,0,0,0,0,0,0,0,2768,0,0,0,0,101091,0,0,0,0,1048,800,0,1284,24234,14,62,123,0,1241,1887,2106,0,103819,0,20485,2,0,0,0,560,867,0,0,0,0,0,425,46875,0,67078,0,0,0,0,0,142101,0,0,0,0,1
Brunei Darussalam,Asia,Eastern Asia,96,100587,250,755,,,,,,,,,,,,504,,,,,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017,6036,,,,,,,,200,,,,,,,,,,,,,,,,,,47276,,,,,,,,,,,,,,,,,,,,5232,301,,200,,,,,,,,804,,,,,,13176,,,,,150,,,,,,,,,,,,,,,,,,,1509,,,,,,,,,1208,,,,,,,,,14083,,,,,,,,,,,,,,,2012,,150,,,,,,,,,,,
Cambodia,Asia,Eastern Asia,116,81977,991,2267,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,1682,129,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,305,,,,,,42,,,,,,,,,,,,,,,,,105,116,,,,,,17,,138,,,,,,,288,,,,,,,,,,,191,,,,,,,,,,,,,,,,,58,,,50,33,,,,,,,,,,45,,,,,,169,,,,,62,,,,33,,,,,,,,,,,,,,,136,,,,,,,,,52,,,,,,,,,34143,,,,,,,,,,,,,,,102,,216,,,,,,40384,,,,,
Indonesia,Asia,Eastern Asia,360,305416,29537,5526,,,,,,,,,,,,9796,,,,,,,,,,,,,,,,,,,,,,,,,,1938,,,,,,65307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10818,,,,,,,,,17080,10818,,,,,,,,,,,2045,,,,,,2045,,,,,,,,,,,,,,,,,,,,,6279,,,,,,,,,,7428,,,,,,3636,,,,,28850,,,,,,,,,,,,,,2045,,,,,20346,,,,,,,,,,,,,,,,2045,,20346,,20346,,,,,,,,,,,,,28276,,10909,,,,,,,,,,,
Lao Peoples Democratic Republic,Asia,Eastern Asia,418,21185,1106,3000,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,1173,,,,,,,,2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608,,,,,,,,,,,,,,,,,,,,,,,11078,,,,,
Malaysia,Asia,Eastern Asia,458,2406011,79548,107315,478,,,,,,,,,,,5082,,,,,343000,,,,,,,,,,,,,,5822,,,,,13519,,,,,,,,9923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126986,1024344,,555,,,,,,15742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241430,,,196194,,,2049,,,,,,,,25702,,,,,,20798,,,,,3277,,,,,,,,,,,,,,,,,,,76095,,,,,926,,,,6355,,,,,,,,,7928,,,,,,,,,,,,,,,9428,,,,,,,,83515,,,,,
Myanmar,Asia,Eastern Asia,104,76414,3607,6242,,,,,,,,,,,,,,,,,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,35082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,Asia,Eastern Asia,608,208599,13808,41158,1201,114,454,,,74,,,146,133,62,3932,495,,,110,156,,,524,,,,,34,,,,160,,80,,,,128,38,,5480,,,,,92,35398,252,,123,,521,,38,,,,,,,5665,32,436,,,,452,158,,,,,,,,,110,1186,,,,,,3727,34,,150,,,,992,34,,,,,,,240,53,10476,3253,577,70,425,,605,1705,,13537,175,,53,,168,,372,,131,,,47,,,,,,781,,,,,,,,,143,,,,,,,,415,,,67,476,,378,,,189,,,642,401,491,34,,59,,110,,108,59,51,119,6799,,,34,65,,,,,,,,,,722,,,,,807,,,,,,800,,1284,170,,61,123,,596,1017,61,,335,,139,,,,,560,866,,,,,,425,4217,,35015,,,,,,406,,,,,
Singapore,Asia,Eastern Asia,702,2164794,33615,211744,,,,,,,,,,,,8706,,,,,68502,,,,,,,,,,,,,,,,,,,,,3814,,,,,,365797,56502,18709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124357,136979,,,,,,,,,,,,,,,,,,,,,,,,,,971827,,,,,,,,,,,,,,,,,,,,,,,3386,,,,,,,,108812,,,,,,12820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9222,,,,,,,,,15658,,,,,,,,,,,,,,,,,14344,,,,,,,,,,,
Thailand,Asia,Eastern Asia,764,3224131,294,457,1,,,,,,,,,,,1310,,,,,1299,,,,,,,,,,,,,,,,,,,611508,,695,,,,,,68811,,,,,,,,15,,,,,,0,15,593,,,,,0,,,,,2,,,,,1220,,,,,,2126,,,,,,,,,,,,,,,,,8232,621,13,76,,,,567,,7553,,,,,,,829240,,,,1,,,,,,,1216,,,,,,,,,,,,,,,,,1648602,,,10345,630,,1665,,,,,,664,,2171,,,,,,1213,,491,,,841,,,,,4,,,,,,,,,1,,,,,675,,,,,122,,,,7126,14,1,,,645,870,,,,,,2,,,,,1,,,,0,,,1913,,3750,,,,,,6519,,,0,,1
Timor-Leste,Asia,Eastern Asia,626,10983,141,1163,,,,,,,,,,,,517,,,,,127,,,,,,,,,,,,188,,,,,,,,,,,,,,,1139,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,234,,,,,,726,,318,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,69,,,,,,199,,,,,
Viet Nam,Asia,Eastern Asia,704,61756,1282,3106,,,,,,,,,,,,32,,,,,6540,,,,,,,,,,,,,,,,,,,1928,,1205,,,,,,2440,,,,,,,,,,,,,,1246,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,1614,6511,,,,,,,,1542,,,,,,,5981,,,,,,,,,,,106,,,,,,,,,,,,,,,,,9356,,,1944,,,,,,,,,,,490,,,,,,94,,,,,1495,,,,,,,,,,,,,,,,,,,1451,,,,,,,,,101,,,,,,,,,9570,,,,,,,,,,,,,,,927,,2625,,,,,,,,,,,
Southern Asia,Asia,Southern Asia,5501,14326591,148096,510014,4289515,0,0,0,0,0,0,20488,0,2504,0,1256,19,12128,0,28916,3329761,0,0,0,0,0,0,80721,0,0,0,0,14109,0,26333,0,0,0,0,18575,0,2055,0,0,0,0,0,199919,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,36,0,0,0,0,157,0,0,0,0,0,0,0,178,61,1604,0,0,0,0,0,3032,0,0,89,0,0,0,0,0,0,0,0,38,0,0,0,0,2587834,150870,4217,87231,0,0,55,5533,0,14818,271,2286,2469,0,8017,0,83368,0,733,0,0,40,0,0,0,0,0,234762,1680,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,245393,0,0,601108,19,0,154,0,0,670,0,0,13650,325,1226309,0,0,0,0,0,1036,0,175,0,270,627,0,0,0,1545,0,0,0,0,0,0,0,0,0,5923,0,0,26,0,14133,0,0,0,0,0,257,0,36,169476,0,0,0,0,173,404,73,23991,10415,0,0,0,0,0,0,0,2626,4950,0,0,739,0,14077,38035,0,47117,0,0,1199,0,0,26613,0,0,0,705,0
Afghanistan,Asia,Southern Asia,4,102246,7268,21804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23991,,,,,,,,,,,,,,,,,,,,,1199,,,,,,,,
Bangladesh,Asia,Southern Asia,50,1345546,67820,167687,,,,,,,,20488,,,,,,,,28523,,,,,,,,,,,,,14109,,,,,,,18575,,,,,,,,168119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32562,149290,,,,,,,,13016,,,,,,,83368,,,,,,,,,,,220878,,,,,,,,,,,,,,,,,190412,,,36938,,,,,,,,,13534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9063,,,,,,,,,,,,,,,,,,9975,,,,,,,,,,,,,,,31653,,43510,,,,,,26026,,,,,
Bhutan,Asia,Southern Asia,64,48420,2784,928,,,,,,,,,,,,25,,,,,49,,,,,,,,,,,,,,,,,,,,,35,,,,,,858,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,29,,,,,,25,,,,,,,,,,,,,,,,,42383,,,,,,,12,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,679,19,,23,,,,,,,,20,,,,,,18,,,,,31,,,,,,,,,,,,,,,,,,,17,,,,,,,,,31,,,,,22,23,,,58,,,,,,,,,,,,,,,34,,129,,,,,,,,,,,
India,Asia,Southern Asia,356,5436012,17662,88311,8387,,,,,,,,,,,688,,,,,3289037,,,,,,,6894,,,,,,,26333,,,,,,,1703,,,,,,7372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,1184,,,,,,2227,,,,,,,,,,,,,,,,,,850,1769,517,,,,,,743,,2286,2469,,6306,,,,,,,,,,,,,12905,206,,,,,,307,,,,,,,,,,52470,,,563154,,,,,,670,,,,,1147382,,,,,,,,162,,,,,,,1398,,,,,,,,,,4643,,,,,4386,,,,,,,,,160971,,,,,,,,,,,,,,,,,109,,,,739,,12432,5047,,2823,,,,,,587,,,,705,
Iran (Islamic Republic of),Asia,Southern Asia,364,2761561,50468,201873,2372090,,,,,,,,,2504,,,,12128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472,4950,,,,,,,,,,,,,,,,,,,
Maldives,Asia,Southern Asia,462,73604,138,3895,,,,,,,,,,,,78,19,,,,39774,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,97,,,,,,233,,,,,,,,,,,,,,,,,19348,,,,,,,285,,111,,,,,,,,,10,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,133,,,,,,1018,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,7770,,,,,24,97,,,111,,,,,,,,,,,,,,,138,,57,,,,,,,,,,,
Nepal,Asia,Southern Asia,524,578657,672,21956,,,,,,,,,,,,,,,,,243,,,,,,,73598,,,,,,,,,,,,,,,,,,,,20920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,Asia,Southern Asia,586,3941586,754,2321,1908909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023077,413,2345,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Asia,Southern Asia,144,38959,530,1239,129,,,,,,,,,,,465,,,,393,658,,,,,,,229,,,,,,,,,,,,,,247,,,,,,2312,,,,,,,,,,,,247,,,,,,,,,128,,,,,,,,,61,294,,,,,,547,,,89,,,,,,,,,38,,,,,10529,317,103,40,,,55,5236,,828,271,,,,1711,,,,723,,,40,,,,,,901,1474,,,,,,,,,,,,,,,,,,,337,,,110,,,,,,116,325,809,,,,,,,,13,,270,596,,,,147,,,,,,,,,,1280,,,26,,597,,,,,,257,,36,,,,,,127,284,73,,271,,,,,,,,45,,,,,,1645,1163,,598,,,,,,,,,,,
Western Asia,Asia,Western Asia,922,30601647,740752,1190285,306738,3572,45744,0,0,0,0,0,38375,159920,0,9814,19730,176117,0,13423,2376457,0,32895,14910,0,10,0,0,12,0,2551,10,9301,74,62,498462,0,5,0,0,61,11636,0,16,6752,0,3377,28026,143,0,2915,0,0,0,58,0,367,81,0,10575,1896,1849,770,5479,5,0,12,10,2065558,12,0,26089,1165,200301,0,0,5,2479,79849,0,0,0,0,111164,300498,292,5,88153,0,0,46,0,0,0,0,0,5,0,5,14502,77,6478483,1539080,92312,1731315,1477,0,70640,9087,16,2301,443132,34375,260,0,90566,8736,5,4862,166395,0,0,22527,0,6484,56,10,10,948,0,0,77,0,0,354,12,0,2741,0,0,188,0,0,172504,12,167912,5,0,393469,32223,0,529,12,10,18896,0,0,3825,11151,2317129,0,21,0,10,2453,1175129,64685,289,5,13595,940,16660,0,127854,288154,0,0,0,0,0,0,0,0,0,49693,75,2834,10,5,230,0,507,160,0,211972,17087,18194,3882,559967,2636193,527844,5,75,7119,14844,791393,4342,16678,142609,0,0,0,0,16,32411,103935,7487,0,0,21,168291,58156,124411,374,128486,0,6232,56417,0,539,125,0,0,791184,145,326
Armenia,Asia,Western Asia,51,221560,11919,14900,,,,,,,,,,,,,,142156,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25767,422,,,1143,,,,,,,,,,,,,,,,6172,,,,,,,,,503,,,,,,,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062,,,,,,,,,,1250,525,,,,1657,,,,,,,736,,,,,,,,
Azerbaijan,Asia,Western Asia,31,276901,830,1660,195,,,,,,,,,155685,,,,,,,,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,,,,,,,,,,,53614,299,,,,,,,,,,,,,,,,,,,1604,,,,,,,,,3797,,,,2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,,30151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,,,,,,,,,2224,1808,,,,2953,,,,,,,17853,,,,,,,,
Bahrain,Asia,Western Asia,48,657856,4165,15597,613,,,,,,,,,,,,,,,,81920,,,,,,,,,,,,,,,,,,,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,67374,,,1448,,826,,,,,1361,,,,,,,,,,,,,,,,,,,,,,,259915,23845,,,,,,,,,12651,,,,5054,,,,3142,,,,,,,,,,,,,,,,,,,,,,,,669,,,,,2095,236,,,,,1179,,,,,74535,,,,,,42281,,,,201,,,,,,,,,,,,,,,492,,,,,,,,,,727,,1190,,9019,4364,9955,,,,,3954,,960,,,,,,,440,2853,,,,,,5663,2181,,1169,,,,,,,,,15381,,
Cyprus,Asia,Western Asia,196,187923,1201,397,10,296,38,0,,,,,89,1254,,3180,378,38,0,115,694,,362,279,0,10,0,,12,,73,10,63,,5,6569,,5,,0,61,1606,,16,,,51,1708,,,134,,,,5,,89,38,,,720,35,730,180,5,0,12,10,5533,12,,5,30,86,,,5,528,978,0,,,,16310,2772,89,5,25300,,,,,0,0,,,5,,5,368,35,2934,185,1284,335,828,,408,514,16,89,471,253,89,,249,26,5,175,2938,,,244,,99,12,10,10,48,,,35,,0,,12,,68,,,,,,68,12,48,5,,61,514,,99,12,10,326,,,213,68,554,,21,,10,35,7690,755,68,5,12,10,1004,,5771,13876,0,,,,,0,,,,249,10,2703,10,5,35,,145,16,,12,5300,,167,10539,387,554,5,,973,403,3476,10,279,21,,,,,16,38,653,12,,,21,3496,162,38844,155,3393,,5,78,,68,68,,,16,145,326
