Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Northern Africa,Africa,Northern Africa,912,2403200,16234,58754,914,426,25080,0,0,23,0,14,322,690,0,2024,2760,24,11,1473,430,0,948,3549,0,46,0,0,0,0,89,0,527,0,65,71,67,47,0,0,135,1277,0,17962,197340,0,21,3523,0,0,65,1661,1386,0,0,1352,124,0,0,98,250,117,16237,1075,937,0,0,9,31717,618,0,66171,14,944480,0,0,0,727,33062,0,0,0,36,0,45797,824,7,5036,0,0,0,0,7,1350,793,0,0,0,0,473,0,5348,6709,517,7327,111,0,995,24013,0,5611,15340,545,6624,0,9528,48,0,0,11419,0,40,9333,0,0,0,48,23,11076,4,2381,0,0,0,2331,0,0,71,0,238,1,0,0,9307,14,9,379,0,0,4116,0,114,0,372,25584,0,0,408,1682,1491,0,0,0,0,0,2606,1570,44,0,1106,1088,48,0,871,42184,59,0,0,0,0,0,0,0,0,20590,3943,0,15,158,267,0,71,0,0,6215,733,4753,4533,959,242187,62910,0,0,1379,6844,25597,180,3729,147,0,0,0,0,0,3672,2967,79,0,0,74524,256,1786,14651,601,31741,0,0,328,0,26,0,0,167905,17388,26,38
Algeria,Africa,Northern Africa,012,273954,3833,11498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086,,,,,,6544,,,,,,,,,,,,,,,,,,1000,,918,,,,3143,,,2286,,,,1420,,,,1564,,,1982,,,,,,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6287,,,,,,,,,,3068,,,,,,,,,,926,,,,,36004,9127,,,,,3550,,,,,,,,,,,,,,,,,2060,,4509,,,,,,,,167905,2593,,
Egypt,Africa,Northern Africa,818,173708,2346,7038,237,111,543,,,23,,14,322,179,,525,716,24,11,382,112,,246,672,,46,,,,,23,,137,,65,71,67,47,,,135,331,,51,305,,21,479,,,65,431,26,,,208,124,,,98,250,117,99,279,243,,,9,,160,,358,14,567,,,,189,3089,,,,36,,9692,214,7,1306,,,,,7,182,70,,,,,123,,801,1481,134,1359,111,,995,4657,,1455,3386,142,131,,2103,48,,,2317,,40,2936,,,,48,23,2445,4,241,,,,152,,,71,,62,1,,,527,14,9,379,,,1068,,114,,97,586,,,106,436,387,,,,,,677,407,44,,287,282,48,,226,9311,59,,,,,,,,,4546,384,,15,41,69,,71,,,1372,190,,449,249,53328,15184,,,358,1775,5259,47,967,147,,,,,,495,770,21,,,91,67,464,3051,156,6679,,,85,,26,,,,3839,26,38
Libya,Africa,Northern Africa,434,457075,,,677,315,1551,,,,,,,511,,1499,2044,,,1091,318,,702,1918,,,,,,,66,,390,,,,,,,,,946,,,871,,,1366,,,,1230,74,,,594,,,,,,,283,796,694,,,,8384,458,,1023,,1618,,,,538,8821,,,,,,27674,610,,3730,,,,,,,200,,,,,350,,2288,4228,383,3879,,,,13295,,4156,9668,403,375,,6005,,,,6615,,,,,,,,,6980,,688,,,,433,,,,,176,,,,1505,,,,,,3048,,,,275,1674,,,302,1246,1104,,,,,,1929,1163,,,819,806,,,645,26586,,,,,,,,,,12976,1096,,,117,198,,,,,3917,543,4753,1282,710,152266,38599,,,1021,5069,15014,133,2762,,,,,,,1414,2197,58,,,,189,1322,8712,445,19067,,,243,,,,,,10956,,
Morocco,Africa,Northern Africa,504,54895,7760,3162,,,9188,,,,,,,,,,,,,,,,,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286,,,,,,,,,,,,,,,,1271,,,,,,,,,,15056,,,,,,984,,,,,,,,,673,,,,,,,,,,,1171,,,,1296,,,,,,,,,,,923,,,803,,,,,,,,,,,,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,,,,,,,,,,,,2802,,,,,,,,1399,,,,,,,,,1763,,,,,,,,828,,1250,,,,,,,,,,,
Sudan,Africa,Northern Africa,729,1402896,,33284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17911,196164,,,1678,,,,,,,,,,,,,,,15855,,,,,,21455,,,64790,,942295,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259,,,,,,,,,,,,6118,,,,,,,,,2388,,,,,,,,1058,,,,,,,,,,,,,,,,,,,,,,,,23208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,74433,,,,,,,,,,,,,,,,
Tunisia,Africa,Northern Africa,788,37984,2252,3707,,,13757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,550,,,,,,,,,,,,,607,,,,,,,,,,3870,,,,,,903,,,,,,,,,,,,,,,,,,,,0,,,,1622,,,,,,,,,,,,,,1224,,,,,,,,200,,,,376,,,,,,,,,7275,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,589,,,,,,375,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,
Southern Africa,Africa,Southern Africa,913,1392359,24699,94275,123,78,1064,0,0,31185,0,693,697,94,0,5120,4424,0,74,233,2517,30,113,6136,0,422,61,0,158,0,147,19709,1769,23,23,3881,105,2674,0,0,2478,3272,0,118,0,0,698,14319,1786,0,118,194,2955,0,0,1160,479,1322,0,944,1065,286,12695,1247,0,0,0,0,1094,0,0,521,68,3185,0,0,47,692,6401,0,0,306,128,0,47679,6820,26,3191,0,0,0,0,90,157,30,54,0,0,0,0,16,11628,1324,725,142,6062,0,2602,12032,192,1238,54,0,3903,0,90,0,33,199,971,188003,310,210,0,192,78,522,14645,889,54,104,163,0,0,0,5161,0,78,0,11,0,0,0,1058,393048,211,11195,23,125,18391,0,1480,106,21,17634,21,28,728,33,2222,0,59,59,116,199,1849,1871,19903,0,0,1677,0,1143,818,1865,2626,220,26,0,0,0,0,0,0,604,2728,1964,157,626,427,0,201,0,0,3373,41941,0,996,1361,97,2913,0,34563,394,4902,113,0,260,59,0,0,0,0,26,111,844,0,0,0,5814,2202,175,123191,2226,11799,0,111,0,0,296,156,0,0,83,12887,88221
Botswana,Africa,Southern Africa,072,27510,531,1150,,,,,,551,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,874,,,,,,,,,,,,,,,526,102,,,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,1967,,,,185,,,161,,,,,122,,,,,,,505,,,,,,100,713,,,,,,,,292,,,,,,,,,184,,286,,,188,,,,,108,,,116,,145,,,,,,,,137,,,,,,,,,,,,,,,,,,,,45,,,,,,,,5780,,,398,,,,108,129,,,,,,,,,,,,,,,,295,,,3289,460,603,,,,,,,,,,1991,4905
Lesotho,Africa,Southern Africa,426,8240,2679,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,32,,5,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2777,,,,,,,51,,,,,,,,,,,,,,,,,185,,,,116,95,,,,,,,,,,77,77
Namibia,Africa,Southern Africa,516,120641,669,2568,64,,716,,,24028,,693,74,94,,793,901,,74,72,48,,,272,,230,,,,,,975,790,,,45,105,575,,,175,279,,,,,48,4593,,,,,1652,,,45,,1005,,,112,149,4707,168,,,,,257,,,,,312,,,,116,793,,,,128,,13401,212,,,,,,,,79,,,,,,,,997,133,45,,89,,161,1219,,168,,,1641,,,,,,68,186,,52,,,64,,545,,,,,,,,158,,,,,,,,,203,,,,,763,,74,,,1453,,,79,,246,,,,,,364,249,641,,,52,,,45,672,530,,,,,,,,,,45,,84,242,,,,,,138,12536,,508,,,294,,290,149,634,,,109,,,,,,,,52,,,,712,380,,2540,1624,1553,,,,,,,,,,4473,21364
South Africa,Africa,Southern Africa,710,1163883,19342,86678,59,78,348,,,6602,,,623,,,4199,3523,,,161,2469,30,113,5864,,192,61,,158,,147,18470,979,23,23,3836,,2092,,,2303,2877,,118,,,650,8690,1786,,118,194,1302,,,1115,479,317,,944,953,137,7456,977,,,,,837,,,521,68,2873,,,47,576,5608,,,306,,,33946,6486,26,3191,,,,,90,78,30,54,,,,,16,8356,1191,680,142,5788,,2441,10652,192,1070,54,,2140,,90,0,33,199,903,187019,308,158,,192,14,422,13336,889,54,104,163,,,,4711,,78,,11,,,,1058,346433,211,10904,23,125,17440,,1402,106,21,16073,21,28,533,33,1523,,59,59,116,199,1485,1622,19125,,,1625,,1143,773,1193,2094,220,26,,,,,,,604,2683,1964,28,384,427,,201,,,3233,,,488,963,97,2619,,34114,116,4268,113,,151,59,,,,,26,111,792,,,,4621,1822,175,117362,26,9267,,111,,,296,156,,,83,6346,61875
Swaziland,Africa,Southern Africa,748,72085,1478,2787,,,,,,4,,,,,,8,,,,,,,,,,,,,,,,161,,,,,,7,,,,4,,,,,,,,,,,1,,,,,,,,,,6,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,2,,,,,,,,,,,,,,,,,,,,,,,46196,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,20848,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,281,,,,,,,,,,,
Western Africa,Africa,Western Africa,914,4470503,62462,267210,0,0,5594,0,0,1658,0,0,65,0,0,17,0,0,0,0,0,0,0,301,0,198507,0,0,0,0,0,0,1011,0,0,0,1010319,0,751,0,12681,830,0,462,13318,0,0,1255,0,0,0,0,4682,0,0,318218,0,130,0,0,0,7,324,0,0,0,0,0,223,0,50,0,0,16,0,0,0,0,18692,0,0,4981,23420,0,2733,238193,0,0,0,0,0,0,0,334866,38477,0,0,0,0,0,0,1633,0,61,77,0,0,24,728,0,66,0,0,8,0,29,0,0,0,8814,0,498173,5603,0,0,5,0,0,0,0,571744,0,0,0,117644,0,0,4,0,0,0,0,0,3711,51,0,0,0,0,491,0,0,0,126369,124563,0,0,0,0,47,0,0,0,0,4,20,34,1897,0,0,216,0,0,0,1095,1148,0,0,0,0,0,0,0,2494,2132,219731,0,0,41350,0,0,0,0,0,0,310,0,452,15,135,355,0,0,1120,270,192,0,0,0,11,166771,0,0,0,221,0,0,0,0,0,112,62,3017,6,6015,20,0,0,0,0,0,0,0,0,0,0
Benin,Africa,Western Africa,204,76212,1117,11219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,,,,,,,,367,,,,,,,,537,,,7735,,,,,,,,,,,,,,,,,,,,,,,506,,,,,,,5747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,,,,,,,,,,,,,,,,,,,,,,,9802,19972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17244,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Africa,Western Africa,854,349657,6383,16395,,,,,,,,,,,,,,,,,,,,,,2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37576,,,,,,,,,,,,,,,,,,,,,,,8275,2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,6131,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Africa,Western Africa,132,8931,1000,787,,,,,,1588,,,5,,,,,,,,,,,14,,,,,,,,,77,,,,,,,,,,,,,,,30,,,,,,,,9,,69,,,,,,,,,,,,,,,,,,,,,102,,,11,7,,25,55,,,,,,,,60,539,,,,,,,,,,,,,,201,,2,,,,,,,,,,,,,,,5,,,,,9,,,,,,,4,,,,,,,51,,,,,62,,,,,84,,,,,,,,,,4,,,1132,,,,,,,55,,,,,,,,,2475,,141,,,19,,,,,,,,,30,,,,,,,18,,,,,11,,,,,,,,,,,28,,14,,188,20,,,,,,,,,,
Côte d'Ivoire,Africa,Western Africa,384,1816426,9313,12155,,,,,,,,,,,,,,,,,,,,,,51216,,,,,,,,,,,927756,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10359,,,99487,,,,,,,,133914,308,,,,,,,,,,,,,,,,,,,,,,,,,,,2793,5379,,,,,,,,422476,,,,9873,,,,,,,,,,,,,,,,,,,50297,31352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23556,,,620,,,,,,,,,,,,,,,,,,,,,,25298,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,Africa,Western Africa,270,118123,1147,2293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24859,7591,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,5697,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72943,,,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Africa,Western Africa,288,164851,4357,6779,,,7,,,,,,,,,17,,,,,,,,,,8959,,,,,,,7,,,,41668,,,,61,147,,,8,,,121,,,,,,,,4902,,,,,,,16,,,,,,21,,,,,16,,,,,117,,,,19,,,,,,,,,,,74,,,,,,,,454,,,,,,24,123,,30,,,8,,,,,,525,,9824,,,,,,,,,3592,,,,9,,,,,,,,,,,,,,,131,,,,4229,14876,,,,,47,,,,,,20,34,,,,,,,,47,268,,,,,,,,,,53,,,119,,,,,,,,,,15,,18,,,,104,37,,,,,61553,,,,,,,,,,,,972,6,437,,,,,,,,,,,
Guinea,Africa,Western Africa,324,403621,369,1016,,,,,,,,,,,,,,,,,,,,207,,2351,,,,,,,248,,,,479,,98,,,297,,,,,,134,,,,,,,,2472,,61,,,,,,,,,,,,,,,,,,,,,1642,,,,811,,849,1337,,,,,,,,,2798,,,,,,,,,61,,,,,102,,27,,,,,,,,,852,,342691,,,,,,,,,15549,,,,384,,,,,,,,,,,,,,,,,,,1393,910,,,,,,,,,,,,,237,,,138,,,,478,,,,,,,,,,682,6770,,,15985,,,,,,,,,59,,,,,,,,30,,,,,1468,,,,,,,,,,84,,,,552,,,,,,,,,,,
Guinea-Bissau,Africa,Western Africa,624,15368,380,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,960,,,,,,,,,,,3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,3906,,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,5053,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,
Liberia,Africa,Western Africa,430,94964,5561,14804,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,388,,,,,247,,,,,,,,,,,,,,2182,,,,,,,,,,,,,,,,,,,,,,,296,,,,656,,928,9952,,,,,,,,32485,2263,,,,,,,774,,,,,,,252,,,,,,,,,,,4230,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,298,,,,1127,2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,7943,,,,,,,,,286,,,,,,1120,148,,,,,,250,,,,,,,,,,,,1146,,2959,,,,,,,,,,,
Mali,Africa,Western Africa,466,160736,1782,16035,,,380,,,70,,,,,,,,,,,,,,,,542,,,,,,,,,,,23024,,,,592,,,283,,,,301,,,,,4022,,,48556,,,,,,,,,,,,,,,,,,,,,,,2689,,,4463,595,,,1913,,,,,,,,19164,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,,,,,,,,,,,,,14942,,,,,,,,,,,,,,,,,,,3571,1590,,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,12899,,,1227,,,,,,,,,,,,,,,,,,,,,,893,,,,,,,,,,,,,,233,,,,,,,,,,,
Mauritania,Africa,Western Africa,478,111650,52,1371,,,1450,,,,,,60,,,,,,,,,,,56,,491,,,,,,,143,,,,,,,,350,46,,,47,,,142,,,,,,,,175,,,,,,,31,,,,,,202,,,,,,,,,,,,,77,,,,186,,,,,,,,2748,1067,,,,,,,,,,77,,,,50,,,,,,,29,,,,106,,,124,,,,,,,,6776,,,,,,,,,,,,,306,,,,,,,,,,135,,,,,,,,,,,,,,,,,63,,,,56,,,,,,,,,,273,94138,,,,,,,,,,,,77,,135,,,,,,125,,,,,104,,,,221,,,,,,,62,,,99,,,,,,,,,,,
Niger,Africa,Western Africa,562,115464,2539,7620,,,293,,,,,,,,,,,,,,,,,,,8948,,,,,,,,,,,9596,,,,265,,,,1443,,,,,,,,,,,4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,31142,,,,,,,,,,,,,,,,,,,,,,,,38319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,,,,,,,,,,,,,,,337,,,,,,,,,,5521,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Africa,Western Africa,566,456621,14265,142800,,,,,,,,,,,,,,,,,,,,,,96599,,,,,,,,,,,,,,,10242,,,,11111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7823,,,,,,,,,14578,,,,,,,,,,,,,,,,,,,,,,,35442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553,,,,,,,,,,,,,,,,,,,,,,46886,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,Africa,Western Africa,654,383,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,,,,,,,,,,
Senegal,Africa,Western Africa,686,270410,11997,23993,,,3464,,,,,,,,,,,,,,,,,,,2984,,,,,,,536,,,,,,,,837,,,,,,,,,,,,,,,2322,,,,,,,,,,,,,,,,,,,,,,,11453,,,,4263,,721,1476,,,,,,,,42570,23825,,,,,,,,,,,,,,,,,,,,,,,,,911,,,,,,,,,,,28161,,,,89862,,,,,,,,,3405,,,,,,,,,,1397,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177,,,,12313,,,,,,,,,,,,,,,,,,,,,,1380,,,,,,,,,,,,,,662,,,,,,,,,,,
Sierra Leone,Africa,Western Africa,694,222242,386,664,,,,,,,,,,,,,,,,,,,,,,262,,,,,,,,,,,35,,5,,,38,,,,,,280,,,,,,,,74,,,,,,7,,,,,,,,,,,,,,,,,,,,,5240,,135,1307,,,,,,,,74269,24,,,,,,,405,,,,,,,,,7,,,,,,,,,2190,,130316,,,,,,,,,1953,,,,142,,,,,,,,,,,,,,,,,,,161,2116,,,,,,,,,,,,,,,,15,,,,75,,,,,,,,,,,737,,,,,,,,,,239,,,,,,,,,,,,,,,43,,,,,,,,,,,,611,,506,,,,,,,,,,,
Togo,Africa,Western Africa,768,84844,1793,9000,,,,,,,,,,,,,,,,,,,,24,,24038,,,,,,,,,,,6133,,19,,334,18,,179,342,,,247,,,,,123,,,1590,,,,,,,277,,,,,,,,50,,,,,,,,1816,,,430,510,,75,12685,,,,,,,,1553,62,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,1539,,,,68,,,,,,,,,,,,,,,,,,,10540,9708,,,,,,,,,,,,,,,,,,,,,880,,,,,,,,19,,483,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,
Asia,Asia,Asia,935,48142261,698530,1832327,6604107,1291,20924,0,0,581,0,72,28270,243384,9,35094,14070,577509,0,9278,5287899,0,195573,8936,0,2,0,27895,111,0,7148,2,75906,18,19610,487886,0,1,12,118677,14,32681,0,4,12561,0,2644,2842685,29981,81233,1368,0,121,0,35,0,93,104,0,9210,467,22784,178,3223,1,0,3,107,1013469,3,0,8640,3444,123669,0,0,2386,1878,42813,0,0,0,0,117706,645724,705,1,133290,0,0,11,58,9,0,0,0,1,0,1,15922,18,5448829,1315257,111858,1353689,1570,0,99111,9781,4,61052,226702,137213,8237,0,55446,39483,229221,13801,83639,0,0,34364,0,28272,14,2,2,366794,1827,0,18,0,0,244,2550,0,2292,0,0,158,0,0,163288,3,540337,1,0,740561,21053,0,7816,3,39,4768,0,0,6431,10072,2891169,3,5,9,2,13247,684654,131635,4741,9,10157,902526,57455,0,136664,5064173,0,0,0,0,0,0,0,0,0,57423,18,665,2,1,66254,0,126,39,0,42507,10038,5780,5124,624222,1533729,277219,29,18,3763,13209,443703,64830,107697,37872,736,0,0,0,4,44331,83256,10692,0,0,2063,868419,71876,137217,89,221975,37,4333,350988,0,710,157300,0,0,426193,1080,76
Central Asia,Asia,Central Asia,5500,6630683,41217,51502,8485,0,198,0,0,0,0,0,0,35697,0,0,98,85555,0,0,0,0,143941,0,0,0,0,0,0,0,0,0,0,0,38,4142,0,0,0,0,0,77,0,0,0,0,0,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,20843,0,199,0,0,0,0,0,0,0,0,1902,0,0,0,0,361,0,0,0,0,0,14996,416795,0,0,18571,0,0,0,0,0,0,0,0,0,0,0,0,0,935,0,4512,97,0,0,0,0,0,0,0,100886,0,0,0,31129,0,2884,0,0,0,0,0,10969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,166,0,37,0,0,0,0,57,178,0,0,0,0,0,0,30812,0,0,0,42504,23286,0,713,4572075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,16097,0,0,0,0,0,0,0,0,21700,4693,0,0,0,637957,0,477,0,417,37,0,281340,0,0,372,0,0,0,38,0
Kazakhstan,Asia,Central Asia,398,3619200,,,,,,,,,,,,7596,,,,35789,,,,,72545,,,,,,,,,,,,,4142,,,,,,,,,,,,695,,,,,,,,,,,,,,19805,,,,,,,,,,,358,,,,,,,,,,,3773,380407,,,18571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5606,,358,,,,,,4347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23820,,,,41045,13149,,,2474111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085,,,,,,,,,19692,338,,,,356063,,,,,,,131905,,,,,,,,
Kyrgyzstan,Asia,Central Asia,417,623083,7545,6818,,,,,,,,,,7381,,,,14455,,,,,30187,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,800,,,,,,,,,,,1544,,,,,361,,,,,,10351,15254,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405,,,,,,2526,,,,,,6622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6934,,,,1459,8066,,713,349174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6041,,,,,,,,,833,2941,,,,85115,,,,,,,18416,,,372,,,,,
Tajikistan,Asia,Central Asia,762,428900,355,309,8485,,198,,,,,,,257,,,98,257,,,,,893,,,,,,,,,,,,38,,,,,,,77,,,,,,74,,,,,,,,,,,,,,238,,199,,,,,,,,,,,,,,,,,,,,872,205,,,,,,,,,,,,,,,,,935,,1813,97,,,,,,,,1101,,,,20042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,166,,37,,,,,57,178,,,,,,,58,,,,,2071,,,363565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,1175,1084,,,,3990,,477,,417,37,,18848,,,,,,,38,
