Destination,Continent,Region,countryCode,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Peoples Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao Peoples Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Northern Africa,Africa,Northern Africa,912,2081640,14670,56356,640,362,24795,0,0,21,0,13,243,489,0,1434,1845,23,11,1219,756,0,841,2598,0,35,0,0,0,0,186,0,398,0,55,58,55,36,0,0,109,1891,0,18316,130815,0,20,4012,0,0,52,2705,1402,0,0,1238,96,0,0,77,191,93,14369,915,1110,0,0,9,35476,636,0,239108,16,504713,0,0,0,747,27828,0,0,0,28,0,29127,712,7,3881,0,0,0,0,7,1306,860,0,0,0,0,403,0,6029,9811,458,36635,87,0,728,17485,0,3533,17985,635,6660,0,10291,45,0,0,11792,0,36,9721,0,0,0,38,21,9783,12,2148,0,0,0,2159,0,0,57,0,246,6,0,0,10381,13,9,277,0,0,3021,0,88,0,355,26233,0,0,365,1637,1848,0,0,0,0,0,3277,1153,38,0,1199,901,45,0,731,26485,44,0,0,0,0,0,0,0,0,27941,3747,0,14,186,426,0,56,0,0,52567,675,3005,3833,685,267322,41586,0,0,1076,4188,27747,381,3254,113,0,0,0,0,0,3957,2699,142,0,0,57846,505,2144,11722,443,22582,0,0,337,0,25,0,0,166903,19566,22,30
Algeria,Africa,Northern Africa,12,262032,2957,8871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321,,,,,,3661,,,,,,,,,,,,,,,,,,1223,,4249,,,,1942,,,2272,,,,1308,,,,1395,,,2154,,,,,,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545,,,,,,,,,,3497,,,,,,,,,,6248,,,,,33836,5362,,,,,3312,,,,,,,,,,,,,,,,,1430,,2802,,,,,,,,166903,2480,,
Egypt,Africa,Northern Africa,818,166955,2273,6820,188,96,573,,,21,,13,243,143,,418,557,23,11,325,143,,216,521,,35,,,,,33,,112,,55,58,55,36,,,109,382,,45,264,,20,501,,,52,527,39,,,181,96,,,77,191,93,94,240,247,,,9,,151,,359,16,503,,,,178,2490,,,,28,,7378,186,7,1077,,,,,7,138,66,,,,,106,,823,1725,118,4401,87,,728,3710,,1105,3473,143,112,,2064,45,,,2232,,36,3176,,,,38,21,2168,12,192,,,,128,,,57,,59,6,,,627,13,9,277,,,863,,88,,88,567,,,94,401,403,,,,,,711,329,38,,278,240,45,,194,7112,44,,,,,,,,,5065,334,,14,42,84,,56,,,6209,170,,362,199,52935,11817,,,297,1334,5198,68,844,113,,,,,,513,685,27,,,75,92,475,2573,126,5336,,,80,,25,,,,3850,22,30
Libya,Africa,Northern Africa,434,508041,,,452,266,2079,,,,,,,346,,1016,1288,,,894,613,,625,1197,,,,,,,153,,286,,,,,,,,,1509,,,744,,,1800,,,,2178,183,,,511,,,,,,,299,675,863,,,,11822,485,,1230,,1470,,,,569,6208,,,,,,16289,526,,2804,,,,,,,213,,,,,297,,2902,6863,340,26910,,,,9034,,2428,12240,492,307,,6919,,,,7318,,,,,,,,,6351,,464,,,,345,,,,,187,,,,2534,,,,,,2158,,,,267,1870,,,271,1236,1445,,,,,,2566,824,,,921,661,,,537,15828,,,,,,,,,,19379,952,,,144,342,,,,,40088,505,3005,900,486,179924,24407,,,779,2854,17576,313,2410,,,,,,,1826,2014,115,,,,413,1669,6959,317,13063,,,257,,,,,,13236,,
Morocco,Africa,Northern Africa,504,50360,7119,2893,,,8429,,,,,,,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,,,,,,,,,,,,,,,,1166,,,,,,,,,,13813,,,,,,903,,,,,,,,,618,,,,,,,,,,,1075,,,,1189,,,,,,,,,,,847,,,737,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,,,,,,,,,,,,2571,,,,,,,,1284,,,,,,,,,1618,,,,,,,,760,,1147,,,,,,,,,,,
Sudan,Africa,Northern Africa,729,1053396,,33953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18271,129807,,,1711,,,,,,,,,,,,,,,13976,,,,,,21886,,,237519,,502740,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304,,,,,,,,,,,,6241,,,,,,,,,2439,,,,,,,,1079,,,,,,,,,,,,,,,,,,,,,,,,23677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,0,,,,,,,,,,,,,,,,,,,,,,,57771,,,,,,,,,,,,,,,,
Tunisia,Africa,Northern Africa,788,37867,2274,3742,,,13669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,546,,,,,,,,,,,,,602,,,,,,,,,,3841,,,,,,896,,,,,,,,,,,,,,,,,,,,0,,,,1610,,,,,,,,,,,,,,1215,,,,,,,,198,,,,374,,,,,,,,,7220,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,,,,,,,,,,,,,,627,,,,,,377,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,
Southern Africa,Africa,Southern Africa,913,1191582,15984,47361,97,63,917,0,0,34928,0,662,772,89,0,4020,3381,0,70,168,1585,18,93,4269,0,338,38,0,98,0,91,16778,1715,14,14,2436,100,1883,0,0,1603,2666,0,73,0,0,450,13638,1075,0,159,120,5300,0,0,738,391,1377,0,1304,886,227,12860,1144,0,0,0,0,1449,0,0,325,56,2093,0,0,29,480,4586,0,0,190,122,0,38279,4353,21,3034,0,0,0,0,56,123,18,34,0,0,0,0,13,14552,869,467,88,4991,0,2032,10211,119,946,34,0,5659,0,56,0,20,163,628,132001,197,147,0,157,72,424,18782,554,34,65,133,0,0,0,4226,0,86,0,9,0,0,0,660,335763,131,24340,14,77,12193,0,1253,66,13,11603,13,17,621,20,3145,0,36,36,72,124,1270,2735,17337,0,0,1062,0,561,674,1780,2030,137,16,0,0,0,0,0,0,377,1717,1550,280,470,352,0,164,0,0,3017,31858,0,963,1080,60,1914,0,29130,361,2831,70,0,329,48,0,0,0,0,16,69,600,0,0,0,4141,1851,109,110234,4094,9116,0,69,0,0,184,97,0,0,51,20442,111163
Botswana,Africa,Southern Africa,72,40168,551,4356,,,,,,889,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,1055,,,,,,,,,,,,,,,849,98,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,2375,,,,178,,,155,,,,,179,,,,,,,816,,,,,,161,1150,,,,,,,,471,,,,,,,,,297,,462,,,181,,,,,187,,,111,,175,,,,,,,,132,,,,,,,,,,,,,,,,,,,,67,,,,,,,,9329,,,480,,,,174,124,,,,,,,,,,,,,,,,411,,,2034,743,313,,,,,,,,,,3213,7917
Lesotho,Africa,Southern Africa,426,7204,2133,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,28,,4,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528,,,,,,,44,,,,,,,,,,,,,,,,,160,,,,100,91,,,,,,,,,,72,72
Namibia,Africa,Southern Africa,516,115372,659,2477,61,,684,,,22978,,662,70,89,,758,861,,70,68,45,,,260,,219,,,,,,932,755,,,43,100,549,,,167,266,,,,,45,4392,,,,,1579,,,43,,961,,,107,142,4501,160,,,,,245,,,,,298,,,,110,758,,,,122,,12815,202,,,,,,,,75,,,,,,,,953,127,43,,85,,153,1165,,160,,,1569,,,,,,65,177,,49,,,61,,521,,,,,,,,151,,,,,,,,,194,,,,,729,,70,,,1389,,,75,,235,,,,,,348,238,613,,,49,,,43,642,506,,,,,,,,,,43,,80,231,,,,,,131,11988,,485,,,281,,277,142,606,,,104,,,,,,,,49,,,,680,363,,2429,1553,1485,,,,,,,,,,4277,20430
South Africa,Africa,Southern Africa,710,1003807,12068,38038,36,63,233,,,11043,,,702,,,3145,2520,,,100,1540,18,93,4009,,119,38,,98,,91,15678,960,14,14,2393,,1305,,,1436,2292,,73,,,405,8051,1075,,159,120,3712,,,695,391,416,,1304,779,85,7488,886,,,,,1204,,,325,56,1792,,,29,370,3828,,,190,,,25144,4046,21,3034,,,,,56,48,18,34,,,,,13,10958,742,424,88,4728,,1879,8891,119,786,34,,3911,,56,0,20,163,563,130897,192,98,,157,11,263,17067,554,34,65,133,,,,3604,,86,,9,,,,660,320659,131,23874,14,77,11283,,1181,66,13,10027,13,17,435,20,2469,,36,36,72,124,922,2497,16592,,,1013,,561,631,1138,1512,137,16,,,,,,,377,1674,1550,133,239,352,,164,,,2874,,,478,600,60,1633,,28635,95,2225,70,,225,48,,,,,16,69,551,,,,2882,1488,109,105771,1698,7115,,69,,,184,97,,,51,12880,82744
Swaziland,Africa,Southern Africa,748,25031,573,1443,,,,,,18,,,,,,6,,,,,,,,,,,,,,,,64,,,,,,29,,,,4,,,,,,,,,,,9,,,,,,,,,,22,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,5,,,,,,,,,,,,,,,,,,,,,,,14585,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,12,8013,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,112,,,,,,,,,,,
Western Africa,Africa,Western Africa,914,5410742,72084,229253,0,0,6049,0,0,1971,0,0,72,0,0,17,0,0,0,0,0,0,0,344,0,232431,0,0,0,0,0,0,1108,0,0,0,1201140,0,909,0,13016,884,0,496,13159,0,0,1208,0,0,0,0,5135,0,0,387289,0,162,0,0,0,6,361,0,0,0,0,0,236,0,56,0,0,16,0,0,0,0,19448,0,0,5250,19646,0,2889,247022,0,0,0,0,0,0,0,342284,42133,0,0,0,0,0,0,1603,0,70,82,0,0,24,792,0,70,0,0,8,0,30,0,0,0,8839,0,513944,5652,0,0,8,0,0,0,0,702395,0,0,0,133719,0,0,5,0,0,0,0,0,3886,64,0,0,0,0,494,0,0,0,158668,124784,0,0,0,0,47,0,0,0,0,4,20,34,1982,0,0,240,0,0,0,1044,1166,0,0,0,0,0,0,0,3132,2307,193361,0,0,422273,0,0,0,0,0,0,306,0,469,15,144,436,0,0,1094,272,204,0,0,0,14,271347,0,0,0,236,0,0,0,0,0,133,66,2987,6,6162,30,0,0,0,0,0,0,0,0,0,0
Benin,Africa,Western Africa,204,104971,1228,15105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331,,,,,,,,374,,,,,,,,789,,,7612,,,,,,,,,,,,,,,,,,,,,,,743,,,,,,,5656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,,,,,,,,,,,,,,,,,,,,,,,25546,22139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21733,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Africa,Western Africa,854,434848,7938,20390,,,,,,,,,,,,,,,,,,,,,,2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46731,,,,,,,,,,,,,,,,,,,,,,,10291,3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466,,,,,,,,,,,,,,,,,,,,,,,,,7625,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Africa,Western Africa,132,9979,538,519,,,,,,1899,,,8,,,,,,,,,,,19,,,,,,,,,104,,,,,,,,,,,,,,,41,,,,,,,,12,,92,,,,,,,,,,,,,,,,,,,,,137,,,14,10,,33,74,,,,,,,,80,839,,,,,,,,,,,,,,253,,3,,,,,,,,,,,,,,,8,,,,,12,,,,,,,5,,,,,,,64,,,,,72,,,,,114,,,,,,,,,,4,,,1031,,,,,,,74,,,,,,,,,3111,,384,,,26,,,,,,,,,40,,,,,,,24,,,,,14,,,,,,,,,,,37,,22,,232,30,,,,,,,,,,
Côte dIvoire,Africa,Western Africa,384,2076394,17320,20279,,,,,,,,,,,,,,,,,,,,,,57138,,,,,,,,,,,1114233,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6022,,,90436,,,,,,,,135616,344,,,,,,,,,,,,,,,,,,,,,,,,,,,22779,5397,,,,,,,,445636,,,,10316,,,,,,,,,,,,,,,,,,,55202,36486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24586,,,693,,,,,,,,,,,,,,,,,,,,,,33605,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,Africa,Western Africa,270,150890,1415,2829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30668,9365,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,7028,,,,2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89990,,,6835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Africa,Western Africa,288,252879,4344,6755,,,7,,,,,,,,,17,,,,,,,,,,8928,,,,,,,7,,,,41526,,,,61,147,,,8,,,121,,,,,,,,4885,,,,,,,16,,,,,,21,,,,,16,,,,,116,,,,19,,,,,,,,,,,74,,,,,,,,452,,,,,,24,123,,30,,,8,,,,,,523,,14538,,,,,,,,,3580,,,,9,,,,,,,,,,,,,,,131,,,,4214,14826,,,,,47,,,,,,20,34,,,,,,,,47,267,,,,,,,,,,53,,,1180,,,,,,,,,,15,,18,,,,104,37,,,,,144121,,,,,,,,,,,,969,6,435,,,,,,,,,,,
Guinea,Africa,Western Africa,324,774505,425,1170,,,,,,,,,,,,,,,,,,,,238,,2710,,,,,,,285,,,,552,,112,,,342,,,,,,154,,,,,,,,2850,,70,,,,,,,,,,,,,,,,,,,,,1893,,,,935,,978,1541,,,,,,,,,3226,,,,,,,,,70,,,,,117,,31,,,,,,,,,982,,449575,,,,,,,,,17927,,,,442,,,,,,,,,,,,,,,,,,,1606,1049,,,,,,,,,,,,,273,,,159,,,,551,,,,,,,,,,786,7805,,,273125,,,,,,,,,68,,,,,,,,34,,,,,1692,,,,,,,,,,96,,,,636,,,,,,,,,,,
Guinea-Bissau,Africa,Western Africa,624,27961,488,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,1247,,,,,,,,,,,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,2407,,,,,,,,,,,,,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,,,,,,,,,,,,,,,,,,16635,,,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,,,,,,,,,,
Liberia,Africa,Western Africa,430,208563,5428,13407,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,379,,,,,241,,,,,,,,,,,,,,2132,,,,,,,,,,,,,,,,,,,,,,,289,,,,650,,906,9723,,,,,,,,32238,2211,,,,,,,756,,,,,,,246,,,,,,,,,,,4133,,,,,,,,,,,1924,,,,,,,,,,,,,,,,,,,291,,,,1101,2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,124102,,,,,,,,,279,,,,,,1094,144,,,,,,244,,,,,,,,,,,,1119,,2891,,,,,,,,,,,
Mali,Africa,Western Africa,466,176187,1864,16808,,,507,,,72,,,,,,,,,,,,,,,,566,,,,,,,,,,,20221,,,,618,,,295,,,,190,,,,,4208,,,59377,,,,,,,,,,,,,,,,,,,,,,,2679,,,4670,621,,,2323,,,,,,,,17896,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,,,20955,,,,,,,,,,,,,,,,,,,4803,1663,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,12540,,,1283,,,,,,,,,,,,,,,,,,,,,,934,,,,,,,,,,,,,,242,,,,,,,,,,,
Mauritania,Africa,Western Africa,478,89562,55,1453,,,1549,,,,,,64,,,,,,,,,,,59,,524,,,,,,,152,,,,,,,,373,49,,,50,,,151,,,,,,,,186,,,,,,,33,,,,,,215,,,,,,,,,,,,,82,,,,198,,,,,,,,2936,1140,,,,,,,,,,82,,,,53,,,,,,,30,,,,113,,,132,,,,,,,,41626,,,,,,,,,,,,,326,,,,,,,,,,144,,,,,,,,,,,,,,,,,67,,,,59,,,,,,,,,,291,36493,,,,,,,,,,,,82,,144,,,,,,133,,,,,111,,,,236,,,,,,,66,,,105,,,,,,,,,,,
Niger,Africa,Western Africa,562,145999,2217,7747,,,364,,,,,,,,,,,,,,,,,,,12961,,,,,,,,,,,13956,,,,329,,,,1077,,,,,,,,,,,2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,64573,,,,,,,,,,,,,,,,,,,,,,,,28313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,418,,,,,,,,,,7356,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Africa,Western Africa,566,462999,14463,86999,,,,,,,,,,,,,,,,,,,,,,117556,,,,,,,,,,,,,,,10384,,,,11265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7931,,,,,,,,,39251,,,,,,,,,,,,,,,,,,,,,,,39858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,,,,,,,,,,,,,,,,,,,,,,52442,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,Africa,Western Africa,654,394,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,,,,,,,,,,
Senegal,Africa,Western Africa,686,287654,12546,25092,,,3622,,,,,,,,,,,,,,,,,,,3120,,,,,,,560,,,,,,,,875,,,,,,,,,,,,,,,2428,,,,,,,,,,,,,,,,,,,,,,,11977,,,,4458,,754,1543,,,,,,,,44519,24916,,,,,,,,,,,,,,,,,,,,,,,,,952,,,,,,,,,,,29450,,,,98848,,,,,,,,,3560,,,,,,,,,,1460,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230,,,,12876,,,,,,,,,,,,,,,,,,,,,,1443,,,,,,,,,,,,,,692,,,,,,,,,,,
Sierra Leone,Africa,Western Africa,694,105374,389,636,,,,,,,,,,,,,,,,,,,,,,255,,,,,,,,,,,34,,4,,,37,,,,,,273,,,,,,,,72,,,,,,6,,,,,,,,,,,,,,,,,,,,,5110,,131,1274,,,,,,,,72439,23,,,,,,,395,,,,,,,,,6,,,,,,,,,2136,,15725,,,,,,,,,1904,,,,138,,,,,,,,,,,,,,,,,,,157,2063,,,,,,,,,,,,,,,,14,,,,73,,,,,,,,,,,718,,,,,,,,,,233,,,,,,,,,,,,,,,41,,,,,,,,,,,,595,,493,,,,,,,,,,,
Togo,Africa,Western Africa,768,101583,1405,9456,,,,,,,,,,,,,,,,,,,,28,,26058,,,,,,,,,,,6908,,21,,376,20,,201,385,,,278,,,,,138,,,1791,,,,,,,312,,,,,,,,56,,,,,,,,1523,,,484,574,,87,19575,,,,,,,,1749,69,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,2038,,,,76,,,,,,,,,,,,,,,,,,,14286,11900,,,,,,,,,,,,,,,,,,,,,899,,,,,,,,21,,544,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,
Asia,Asia,Asia,935,46548225,698228,2061628,3454037,2477,26971,0,0,1363,0,7456,32867,241763,33,38531,18130,674166,0,23906,5178967,0,174328,11700,0,3,0,117302,284,0,7221,3,227324,43,27049,480285,0,2,10,158538,20,40987,0,6,11458,0,2993,2995871,48947,81548,1707,0,296,0,54,0,184,129,0,9537,931,38029,259,4949,2,0,4,260,1133047,4,0,12051,3271,120252,0,0,1300,2632,51479,0,0,0,0,134515,564185,1347,2,104155,0,0,27,489,125,0,0,0,5,0,2,16933,61,5516806,1613070,142847,1035623,2154,0,99443,11809,6,64336,241106,120064,5794,0,56247,34101,269855,12921,87354,0,0,32049,0,25363,30,3,3,641996,1220,0,36,0,0,269,1459,0,3147,0,0,814,0,0,173772,4,758098,2,0,838969,26608,0,9597,4,33,6154,0,0,10890,10210,2728861,522,7,167,3,44222,810147,129245,4079,29,10236,871071,51552,0,146658,4513925,0,0,0,0,0,0,0,0,0,62243,42,945,5,2,64919,0,256,91,0,68165,12226,7115,5751,581094,1967906,293234,71,44,6138,14789,457817,65653,147703,84485,72135,0,0,0,6,43870,109862,10850,0,0,1472,756311,81832,165448,180,251513,30,4969,368597,0,711,183344,0,0,441636,999,108
Central Asia,Asia,Central Asia,5500,5890035,36084,58262,12248,0,160,0,0,0,0,0,0,31543,0,0,79,81198,0,0,0,0,125938,0,0,0,0,0,0,0,0,0,0,0,31,3637,0,0,0,0,0,62,0,0,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,33776,0,161,0,0,0,0,0,0,0,0,1895,0,0,0,0,303,0,0,0,0,0,12209,298406,0,0,12167,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,5937,78,0,0,0,0,0,0,0,83142,0,0,0,25806,0,2710,0,0,0,0,0,9521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,135,0,30,0,0,0,0,46,144,0,0,0,0,0,0,28932,0,0,0,33311,19041,0,718,4081444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,21536,0,0,0,0,0,0,0,0,28951,4277,0,0,0,534170,0,387,0,338,30,0,298180,0,0,278,0,0,0,31,0
Kazakhstan,Asia,Central Asia,398,3245250,,,,,,,,,,,,7156,,,,35661,,,,,61663,,,,,,,,,,,,,3637,,,,,,,,,,,,1142,,,,,,,,,,,,,,32525,,,,,,,,,,,588,,,,,,,,,,,3089,270390,,,12167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276,,588,,,,,,3785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22643,,,,32244,10999,,,2253497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8351,,,,,,,,,27068,555,,,,302168,,,,,,,150058,,,,,,,,
Kyrgyzstan,Asia,Central Asia,417,510296,6086,5597,,,,,,,,,,5997,,,,11702,,,,,24823,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,,,,1058,,,,,,,,,,,1307,,,,,303,,,,,,8367,10548,,,,,,,,,,,,,,,,,,,,,,,,,,,,31791,,,,,,2122,,,,,,5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6242,,,,1067,6653,,718,284678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4893,,,,,,,,,928,2427,,,,69408,,,,,,,16955,,,278,,,,,
Tajikistan,Asia,Central Asia,762,348347,217,259,12248,,160,,,,,,,221,,,79,209,,,,,771,,,,,,,,,,,,31,,,,,,,62,,,,,,60,,,,,,,,,,,,,,193,,161,,,,,,,,,,,,,,,,,,,,753,166,,,,,,,,,,,,,,,,,760,,1473,78,,,,,,,,951,,,,15292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,135,,30,,,,,46,144,,,,,,,47,,,,,1389,,,294449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,955,744,,,,2520,,387,,338,30,,12829,,,,,,,31,
